REF_DATE,GEO,DGUID,Type of structure,Type of unit,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,POP
2007,"Drummondville, Quebec",2011S0504447,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823653,33.2.3,598.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823787,33.2.4,586.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823921,33.1.1,346.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824055,33.1.2,429.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824189,33.1.3,481.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824323,33.1.4,560.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824457,33.4.1,346.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824645,33.4.2,454.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824833,33.4.3,504.0,,,,0,88171.0
2007,"Drummondville, Quebec",2011S0504447,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825021,33.4.4,547.0,,,,0,88171.0
2007,"Granby, Quebec",2011S0504450,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822851,35.3.1,357.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822985,35.3.2,418.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823119,35.3.3,510.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823253,35.3.4,562.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823923,35.1.1,357.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824057,35.1.2,418.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824191,35.1.3,510.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824325,35.1.4,562.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824459,35.4.1,356.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824647,35.4.2,435.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824835,35.4.3,511.0,,,,0,76566.0
2007,"Granby, Quebec",2011S0504450,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825023,35.4.4,559.0,,,,0,76566.0
2007,"Joliette, Quebec",2011S0504456,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822903,38.3.1,382.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823037,38.3.2,427.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823171,38.3.3,531.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823305,38.3.4,576.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823573,38.2.2,402.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823707,38.2.3,533.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823841,38.2.4,617.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823975,38.1.1,384.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824109,38.1.2,428.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824243,38.1.3,531.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824377,38.1.4,575.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824557,38.4.1,398.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824745,38.4.2,437.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824933,38.4.3,514.0,,,,0,43984.0
2007,"Joliette, Quebec",2011S0504456,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825121,38.4.4,565.0,,,,0,43984.0
2007,"Lachute, Quebec",2011S0504468,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822907,41.3.1,353.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823041,41.3.2,386.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823175,41.3.3,468.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823309,41.3.4,520.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823979,41.1.1,353.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824113,41.1.2,386.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824247,41.1.3,468.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824381,41.1.4,520.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824562,41.4.1,353.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824750,41.4.2,390.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824938,41.4.3,452.0,,,,0,11854.0
2007,"Lachute, Quebec",2011S0504468,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825126,41.4.4,516.0,,,,0,11854.0
2007,"Matane, Quebec",2011S0504403,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872743,43.3.1,334.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872771,43.3.2,389.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872799,43.3.3,456.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872827,43.3.4,493.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872967,43.1.1,334.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872995,43.1.2,389.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873023,43.1.3,456.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873051,43.1.4,493.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824512,43.4.1,335.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824700,43.4.2,398.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824888,43.4.3,472.0,,,,0,19574.0
2007,"Matane, Quebec",2011S0504403,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825076,43.4.4,494.0,,,,0,19574.0
2007,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822821,46.3.1,490.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822955,46.3.2,581.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823089,46.3.3,647.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823223,46.3.4,808.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823491,46.2.2,662.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823625,46.2.3,834.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823759,46.2.4,1161.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823893,46.1.1,490.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824027,46.1.2,581.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824161,46.1.3,647.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824295,46.1.4,806.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824429,46.4.1,493.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824617,46.4.2,604.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824805,46.4.3,661.0,,,,0,3828356.0
2007,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824993,46.4.4,820.0,,,,0,3828356.0
2007,"Québec, Quebec",2011S0503421,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822827,48.3.1,455.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822961,48.3.2,547.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823095,48.3.3,641.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823229,48.3.4,754.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823631,48.2.3,619.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823765,48.2.4,744.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823899,48.1.1,455.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824033,48.1.2,547.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824167,48.1.3,641.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824301,48.1.4,755.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824435,48.4.1,464.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824623,48.4.2,568.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824811,48.4.3,656.0,,,,0,743428.0
2007,"Québec, Quebec",2011S0503421,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824999,48.4.4,774.0,,,,0,743428.0
2007,"Rimouski, Quebec",2011S0504404,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822925,49.3.1,395.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823059,49.3.2,458.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823193,49.3.3,561.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823327,49.3.4,588.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823595,49.2.2,507.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823729,49.2.3,556.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823863,49.2.4,627.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823997,49.1.1,395.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824131,49.1.2,458.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824265,49.1.3,561.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824399,49.1.4,586.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824581,49.4.1,401.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824769,49.4.2,468.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824957,49.4.3,573.0,,,,0,50302.0
2007,"Rimouski, Quebec",2011S0504404,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825145,49.4.4,590.0,,,,0,50302.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822926,50.3.1,330.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823060,50.3.2,397.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823194,50.3.3,499.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823328,50.3.4,556.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823998,50.1.1,330.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824132,50.1.2,397.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824266,50.1.3,499.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824400,50.1.4,556.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824582,50.4.1,330.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824770,50.4.2,404.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824958,50.4.3,519.0,,,,0,28141.0
2007,"Rivière-du-Loup, Quebec",2011S0504405,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825146,50.4.4,567.0,,,,0,28141.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822927,52.3.1,323.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823061,52.3.2,385.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823195,52.3.3,468.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823329,52.3.4,553.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823999,52.1.1,323.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824133,52.1.2,385.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824267,52.1.3,468.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824401,52.1.4,549.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824583,52.4.1,325.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824771,52.4.2,393.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824959,52.4.3,476.0,,,,0,40274.0
2007,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825147,52.4.4,551.0,,,,0,40274.0
2007,"Saint-Georges, Quebec",2011S0504428,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822928,59.3.1,323.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823062,59.3.2,372.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823196,59.3.3,463.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823330,59.3.4,455.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3824000,59.1.1,323.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824134,59.1.2,372.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824268,59.1.3,463.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824402,59.1.4,455.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824584,59.4.1,330.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824772,59.4.2,380.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824960,59.4.3,460.0,,,,0,31561.0
2007,"Saint-Georges, Quebec",2011S0504428,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825148,59.4.4,449.0,,,,0,31561.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822865,60.3.1,386.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822999,60.3.2,432.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823133,60.3.3,537.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823267,60.3.4,605.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823937,60.1.1,385.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824071,60.1.2,432.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824205,60.1.3,537.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824339,60.1.4,604.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824473,60.4.1,397.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824661,60.4.2,453.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824849,60.4.3,561.0,,,,0,54448.0
2007,"Saint-Hyacinthe, Quebec",2011S0504452,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825037,60.4.4,595.0,,,,0,54448.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822886,58.3.1,321.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823020,58.3.2,358.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823154,58.3.3,481.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823288,58.3.4,517.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823958,58.1.1,321.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824092,58.1.2,358.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824226,58.1.3,481.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824360,58.1.4,517.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824527,58.4.1,312.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824715,58.4.2,358.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824903,58.4.3,475.0,,,,0,11858.0
2007,"Sainte-Marie, Quebec",2011A00052426030,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825091,58.4.4,515.0,,,,0,11858.0
2007,"Saguenay, Quebec",2011S0503408,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822815,30.3.1,332.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822949,30.3.2,405.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823083,30.3.3,491.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823217,30.3.4,526.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823887,30.1.1,332.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824021,30.1.2,405.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824155,30.1.3,490.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824289,30.1.4,526.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824423,30.4.1,331.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824611,30.4.2,416.0,,,,0,158701.0
2007,"Saguenay, Quebec",2011S0503408,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824799,30.4.3,507.0,,,,0,158701.0
